product_id,product_name,category,brand,store_id,store_name,store_location,base_price,discount_rate,promotion_type,day_of_year,month,day_of_week,season,is_holiday,avg_units_sold_30d,avg_customers_30d,profit_margin,profit_class
P100037,Dell Fashion Item,Fashion,Dell,S023,Amazon Store 23,Canada,237.63,0.11,Seasonal,230,8,Wed,Summer,0,16,36,0.176,medium
P100655,L'Oreal Grocery Item,Grocery,L'Oreal,S020,Amazon Store 20,Canada,2.25,0.0,No Promotion,335,12,Wed,Fall,0,17,23,0.369,high
P101094,Apple Sports Item,Sports,Apple,S023,Amazon Store 23,Canada,205.58,0.58,Clearance,37,2,Sat,Winter,0,16,38,-0.193,loss
P100195,Samsung Fashion Item,Fashion,Samsung,S000,Amazon Store 0,Canada,57.46,0.48,Clearance,301,11,Wed,Fall,0,4,7,-0.304,loss
P100687,Nike Electronics Item,Electronics,Nike,S005,Amazon Store 5,UK,854.44,0.29,Holiday,142,5,Sat,Spring,0,12,18,-0.122,loss
P100093,Apple Electronics Item,Electronics,Apple,S023,Amazon Store 23,Canada,237.35,0.53,Clearance,43,2,Thu,Winter,1,49,76,-0.263,loss
P100716,Dell Electronics Item,Electronics,Dell,S022,Amazon Store 22,UK,1123.1,0.45,Clearance,116,4,Sun,Spring,0,23,32,-0.233,loss
P100173,AmazonBasics Grocery Item,Grocery,AmazonBasics,S039,Amazon Store 39,UK,7.24,0.0,No Promotion,341,12,Wed,Fall,0,13,23,0.439,high
P100587,LG Electronics Item,Electronics,LG,S030,Amazon Store 30,US-East,137.59,0.32,Flash Sale,84,3,Sat,Spring,0,7,10,0.1,low
P101012,LG Fashion Item,Fashion,LG,S045,Amazon Store 45,UK,168.56,0.0,No Promotion,259,9,Fri,Summer,0,22,27,0.471,high
P100656,HP Fashion Item,Fashion,HP,S004,Amazon Store 4,EU,124.97,0.0,No Promotion,360,12,Wed,Fall,0,24,45,0.355,high
P100142,Apple Beauty Item,Beauty,Apple,S043,Amazon Store 43,US-West,164.23,0.0,No Promotion,87,3,Tue,Spring,0,15,19,0.223,medium
P100900,Nike Sports Item,Sports,Nike,S042,Amazon Store 42,US-East,64.3,0.55,Clearance,343,12,Mon,Fall,0,15,24,-0.308,loss
P100201,L'Oreal Beauty Item,Beauty,L'Oreal,S037,Amazon Store 37,EU,108.86,0.0,No Promotion,347,12,Fri,Fall,0,57,115,0.483,high
P101091,HP Electronics Item,Electronics,HP,S000,Amazon Store 0,Canada,1435.88,0.24,Holiday,291,10,Thu,Fall,0,9,13,0.116,low
P100460,Apple Electronics Item,Electronics,Apple,S028,Amazon Store 28,Canada,118.59,0.0,No Promotion,96,4,Fri,Spring,1,15,25,0.291,medium
P100799,L'Oreal Sports Item,Sports,L'Oreal,S024,Amazon Store 24,EU,64.15,0.0,No Promotion,255,9,Tue,Summer,0,51,66,0.225,medium
P100001,Sony Sports Item,Sports,Sony,S048,Amazon Store 48,EU,181.97,0.12,Seasonal,342,12,Wed,Fall,1,30,56,0.169,medium
P100736,HP Beauty Item,Beauty,HP,S008,Amazon Store 8,US-West,98.69,0.56,Clearance,136,5,Wed,Spring,0,10,22,-0.5,loss
P100774,Nike Electronics Item,Electronics,Nike,S028,Amazon Store 28,Canada,123.38,0.13,Seasonal,248,9,Thu,Summer,0,24,55,0.414,high
P100897,L'Oreal Home Item,Home,L'Oreal,S003,Amazon Store 3,US-East,248.2,0.06,Seasonal,92,4,Sun,Spring,0,32,47,0.267,medium
P100613,AmazonBasics Sports Item,Sports,AmazonBasics,S046,Amazon Store 46,EU,335.88,0.12,Seasonal,247,9,Mon,Summer,0,57,74,0.429,high
P100164,Adidas Electronics Item,Electronics,Adidas,S045,Amazon Store 45,UK,1153.9,0.36,Flash Sale,258,9,Wed,Summer,0,17,27,-0.036,loss
P100420,HP Grocery Item,Grocery,HP,S012,Amazon Store 12,Canada,34.06,0.15,Holiday,187,7,Sat,Summer,1,14,27,0.379,high
P101035,Apple Sports Item,Sports,Apple,S046,Amazon Store 46,EU,361.63,0.0,No Promotion,124,5,Thu,Spring,0,16,39,0.218,medium
P101009,Dell Grocery Item,Grocery,Dell,S013,Amazon Store 13,US-East,38.0,0.0,No Promotion,260,9,Sun,Summer,0,13,21,0.384,high
P101163,Samsung Sports Item,Sports,Samsung,S016,Amazon Store 16,EU,101.34,0.0,No Promotion,169,6,Sun,Spring,0,9,13,0.307,high
P100077,L'Oreal Home Item,Home,L'Oreal,S021,Amazon Store 21,UK,142.6,0.0,No Promotion,365,13,Sun,Fall,1,11,19,0.472,high
P101047,LG Home Item,Home,LG,S036,Amazon Store 36,US-East,270.82,0.12,Seasonal,111,4,Wed,Spring,0,53,106,0.387,high
P100841,Adidas Grocery Item,Grocery,Adidas,S029,Amazon Store 29,US-East,23.08,0.0,No Promotion,290,10,Sat,Fall,0,58,138,0.481,high
P100283,AmazonBasics Fashion Item,Fashion,AmazonBasics,S035,Amazon Store 35,US-West,294.17,0.44,Clearance,87,3,Sun,Spring,0,8,11,-0.034,loss
P100064,AmazonBasics Electronics Item,Electronics,AmazonBasics,S042,Amazon Store 42,US-East,665.23,0.34,Flash Sale,13,1,Fri,Winter,1,38,59,-0.03,loss
P100642,Sony Sports Item,Sports,Sony,S021,Amazon Store 21,UK,163.77,0.39,Flash Sale,263,9,Thu,Summer,0,21,37,0.104,low
P101116,Apple Grocery Item,Grocery,Apple,S017,Amazon Store 17,US-East,27.82,0.09,Seasonal,288,10,Thu,Fall,0,26,61,0.34,high
P100485,HP Sports Item,Sports,HP,S001,Amazon Store 1,US-East,298.84,0.0,No Promotion,23,1,Thu,Winter,0,19,32,0.429,high
P100931,Dell Beauty Item,Beauty,Dell,S007,Amazon Store 7,US-East,18.17,0.13,Seasonal,200,7,Wed,Summer,0,17,29,0.417,high
P100069,AmazonBasics Grocery Item,Grocery,AmazonBasics,S045,Amazon Store 45,UK,5.14,0.0,No Promotion,242,9,Thu,Summer,0,20,46,0.216,medium
P101085,L'Oreal Fashion Item,Fashion,L'Oreal,S044,Amazon Store 44,Canada,129.79,0.13,Seasonal,239,8,Fri,Summer,0,10,15,0.248,medium
P100259,HP Electronics Item,Electronics,HP,S005,Amazon Store 5,UK,1464.27,0.0,No Promotion,303,11,Mon,Fall,0,11,18,0.348,high
P100617,Dell Electronics Item,Electronics,Dell,S047,Amazon Store 47,Canada,836.14,0.47,Clearance,165,6,Mon,Spring,1,24,29,0.011,low
P101102,Apple Sports Item,Sports,Apple,S022,Amazon Store 22,UK,397.17,0.0,No Promotion,226,8,Tue,Summer,1,25,57,0.363,high
P100621,Adidas Beauty Item,Beauty,Adidas,S047,Amazon Store 47,Canada,182.93,0.28,Flash Sale,176,6,Fri,Summer,0,18,26,0.069,low
P100695,Sony Electronics Item,Electronics,Sony,S002,Amazon Store 2,US-East,758.59,0.13,Seasonal,29,1,Fri,Winter,0,22,54,0.334,high
P100253,Nike Fashion Item,Fashion,Nike,S003,Amazon Store 3,US-East,95.58,0.12,Seasonal,165,6,Thu,Spring,0,53,66,0.116,low
P100026,L'Oreal Beauty Item,Beauty,L'Oreal,S046,Amazon Store 46,EU,84.55,0.0,No Promotion,23,1,Sun,Winter,0,65,135,0.441,high
P100203,Dell Grocery Item,Grocery,Dell,S000,Amazon Store 0,Canada,6.65,0.12,Seasonal,294,10,Tue,Fall,1,7,14,0.393,high
P101049,Dell Grocery Item,Grocery,Dell,S026,Amazon Store 26,US-East,19.44,0.37,Flash Sale,44,2,Sat,Winter,0,39,79,-0.251,loss
P100687,Nike Electronics Item,Electronics,Nike,S036,Amazon Store 36,US-East,854.44,0.0,No Promotion,261,9,Sat,Summer,0,21,28,0.417,high
P100847,Nike Home Item,Home,Nike,S006,Amazon Store 6,US-East,159.19,0.33,Flash Sale,180,6,Fri,Summer,0,21,46,-0.079,loss
P100505,Adidas Home Item,Home,Adidas,S030,Amazon Store 30,US-East,374.03,0.07,Seasonal,296,10,Fri,Fall,1,17,32,0.385,high
P100740,Nike Home Item,Home,Nike,S026,Amazon Store 26,US-East,266.19,0.21,Flash Sale,139,5,Fri,Spring,0,15,29,0.041,low
P100717,LG Home Item,Home,LG,S006,Amazon Store 6,US-East,164.23,0.2,Seasonal,334,12,Wed,Fall,1,12,19,0.367,high
P100951,Dell Beauty Item,Beauty,Dell,S002,Amazon Store 2,US-East,85.55,0.0,No Promotion,248,9,Fri,Summer,1,37,64,0.301,high
P100107,Samsung Fashion Item,Fashion,Samsung,S000,Amazon Store 0,Canada,105.32,0.0,No Promotion,241,9,Sat,Summer,0,39,50,0.446,high
P100438,LG Beauty Item,Beauty,LG,S043,Amazon Store 43,US-West,155.0,0.0,No Promotion,106,4,Wed,Spring,1,18,44,0.458,high
P101164,Samsung Beauty Item,Beauty,Samsung,S019,Amazon Store 19,US-East,11.92,0.11,Seasonal,173,6,Sun,Summer,0,17,24,0.391,high
P100500,Sony Electronics Item,Electronics,Sony,S021,Amazon Store 21,UK,894.16,0.0,No Promotion,49,2,Sat,Winter,0,45,60,0.476,high
P100356,Nike Sports Item,Sports,Nike,S047,Amazon Store 47,Canada,361.36,0.26,Flash Sale,123,5,Fri,Spring,0,25,36,-0.073,loss
P100178,L'Oreal Grocery Item,Grocery,L'Oreal,S048,Amazon Store 48,EU,8.34,0.27,Holiday,35,2,Sun,Winter,0,21,51,0.143,low
P100698,Samsung Grocery Item,Grocery,Samsung,S042,Amazon Store 42,US-East,11.38,0.37,Flash Sale,106,4,Sat,Spring,0,28,67,-0.251,loss
P101006,Sony Fashion Item,Fashion,Sony,S013,Amazon Store 13,US-East,61.71,0.28,Holiday,328,11,Mon,Fall,1,12,14,0.271,medium
P100132,Nike Grocery Item,Grocery,Nike,S037,Amazon Store 37,EU,30.25,0.36,Flash Sale,196,7,Sun,Summer,0,8,13,0.188,medium
P100264,Apple Beauty Item,Beauty,Apple,S036,Amazon Store 36,US-East,39.71,0.08,Seasonal,109,4,Wed,Spring,0,14,31,0.14,low
P101029,Adidas Home Item,Home,Adidas,S029,Amazon Store 29,US-East,282.49,0.29,Flash Sale,125,5,Sun,Spring,0,42,104,-0.046,loss
P100296,L'Oreal Grocery Item,Grocery,L'Oreal,S036,Amazon Store 36,US-East,27.98,0.43,Clearance,327,11,Wed,Fall,1,20,44,-0.014,loss
P100110,AmazonBasics Fashion Item,Fashion,AmazonBasics,S038,Amazon Store 38,EU,170.04,0.45,Clearance,295,10,Sun,Fall,0,17,35,-0.217,loss
P100861,AmazonBasics Grocery Item,Grocery,AmazonBasics,S033,Amazon Store 33,UK,31.75,0.0,No Promotion,347,12,Thu,Fall,1,7,16,0.429,high
P100150,Samsung Sports Item,Sports,Samsung,S046,Amazon Store 46,EU,303.38,0.27,Flash Sale,37,2,Fri,Winter,1,28,60,0.14,low
P100409,AmazonBasics Beauty Item,Beauty,AmazonBasics,S024,Amazon Store 24,EU,26.56,0.0,No Promotion,188,7,Tue,Summer,1,25,56,0.227,medium
P100755,Sony Sports Item,Sports,Sony,S032,Amazon Store 32,US-West,191.3,0.21,Flash Sale,337,12,Sun,Fall,0,10,15,0.107,low
P100277,L'Oreal Home Item,Home,L'Oreal,S042,Amazon Store 42,US-East,443.43,0.0,No Promotion,23,1,Tue,Winter,0,3,6,0.475,high
P100596,LG Grocery Item,Grocery,LG,S041,Amazon Store 41,US-West,36.21,0.31,Flash Sale,261,9,Tue,Summer,0,53,124,0.044,low
P100709,Adidas Fashion Item,Fashion,Adidas,S012,Amazon Store 12,Canada,62.09,0.0,No Promotion,194,7,Tue,Summer,0,43,80,0.229,medium
P100918,Sony Home Item,Home,Sony,S025,Amazon Store 25,US-East,402.2,0.22,Holiday,152,6,Mon,Spring,1,14,33,-0.023,loss
P100381,HP Home Item,Home,HP,S037,Amazon Store 37,EU,368.09,0.21,Flash Sale,18,1,Tue,Winter,0,14,33,-0.005,loss
P100830,HP Electronics Item,Electronics,HP,S031,Amazon Store 31,EU,859.55,0.23,Holiday,27,1,Sat,Winter,0,19,34,0.244,medium
P101069,AmazonBasics Sports Item,Sports,AmazonBasics,S017,Amazon Store 17,US-East,385.06,0.13,Seasonal,24,1,Thu,Winter,0,11,17,0.148,low
P100038,HP Beauty Item,Beauty,HP,S024,Amazon Store 24,EU,166.78,0.0,No Promotion,29,1,Tue,Winter,0,4,5,0.404,high
P101169,HP Beauty Item,Beauty,HP,S018,Amazon Store 18,Canada,68.92,0.13,Holiday,139,5,Thu,Spring,0,10,22,0.22,medium
P100837,HP Electronics Item,Electronics,HP,S025,Amazon Store 25,US-East,1102.1,0.0,No Promotion,146,5,Wed,Spring,0,62,117,0.315,high
P100978,Apple Home Item,Home,Apple,S025,Amazon Store 25,US-East,159.75,0.0,No Promotion,123,5,Sun,Spring,0,19,41,0.276,medium
P100971,Sony Beauty Item,Beauty,Sony,S039,Amazon Store 39,UK,135.97,0.07,Seasonal,128,5,Sat,Spring,0,8,11,0.343,high
P100676,Dell Grocery Item,Grocery,Dell,S036,Amazon Store 36,US-East,17.03,0.0,No Promotion,117,4,Fri,Spring,1,17,38,0.235,medium
P100977,AmazonBasics Sports Item,Sports,AmazonBasics,S023,Amazon Store 23,Canada,252.3,0.3,Holiday,132,5,Sun,Spring,0,22,30,0.159,medium
P100939,Adidas Home Item,Home,Adidas,S014,Amazon Store 14,US-East,457.31,0.0,No Promotion,289,10,Sun,Fall,0,17,32,0.423,high
P100459,LG Grocery Item,Grocery,LG,S023,Amazon Store 23,Canada,18.01,0.0,No Promotion,206,7,Tue,Summer,0,34,73,0.385,high
P100835,Nike Grocery Item,Grocery,Nike,S036,Amazon Store 36,US-East,30.87,0.12,Holiday,236,8,Thu,Summer,1,12,16,0.169,medium
P100112,L'Oreal Fashion Item,Fashion,L'Oreal,S043,Amazon Store 43,US-West,78.0,0.18,Holiday,42,2,Sat,Winter,1,33,64,0.301,high
P100096,LG Beauty Item,Beauty,LG,S041,Amazon Store 41,US-West,81.44,0.21,Flash Sale,160,6,Thu,Spring,0,42,103,0.059,low
P100357,AmazonBasics Grocery Item,Grocery,AmazonBasics,S010,Amazon Store 10,US-East,21.77,0.41,Clearance,252,9,Fri,Summer,0,13,16,0.056,low
P100766,AmazonBasics Home Item,Home,AmazonBasics,S012,Amazon Store 12,Canada,169.71,0.13,Seasonal,179,6,Wed,Summer,0,17,21,0.3,high
P101185,Sony Grocery Item,Grocery,Sony,S000,Amazon Store 0,Canada,22.61,0.15,Seasonal,125,5,Tue,Spring,0,28,41,0.23,medium
P100318,AmazonBasics Sports Item,Sports,AmazonBasics,S016,Amazon Store 16,EU,158.49,0.0,No Promotion,260,9,Thu,Summer,0,9,18,0.29,medium
P100077,L'Oreal Home Item,Home,L'Oreal,S006,Amazon Store 6,US-East,142.6,0.0,No Promotion,276,10,Sun,Fall,0,18,35,0.221,medium
P100500,Sony Electronics Item,Electronics,Sony,S039,Amazon Store 39,UK,894.16,0.0,No Promotion,213,8,Tue,Summer,0,26,64,0.373,high
P100845,HP Grocery Item,Grocery,HP,S014,Amazon Store 14,US-East,10.92,0.12,Seasonal,324,11,Sat,Fall,0,14,31,0.104,low
P100459,LG Grocery Item,Grocery,LG,S039,Amazon Store 39,UK,18.01,0.12,Holiday,190,7,Mon,Summer,0,21,33,0.141,low
P100510,Adidas Beauty Item,Beauty,Adidas,S012,Amazon Store 12,Canada,191.61,0.48,Clearance,58,2,Sun,Winter,0,31,70,-0.426,loss
P100708,Dell Sports Item,Sports,Dell,S045,Amazon Store 45,UK,229.31,0.0,No Promotion,203,7,Thu,Summer,0,14,30,0.284,medium
P100934,Sony Fashion Item,Fashion,Sony,S033,Amazon Store 33,UK,237.87,0.29,Holiday,80,3,Wed,Spring,0,53,96,0.228,medium
P100807,LG Sports Item,Sports,LG,S039,Amazon Store 39,UK,262.03,0.0,No Promotion,228,8,Sat,Summer,1,16,38,0.444,high
P100935,Sony Sports Item,Sports,Sony,S037,Amazon Store 37,EU,228.93,0.11,Seasonal,95,4,Fri,Spring,0,47,67,0.294,medium
P100134,Samsung Electronics Item,Electronics,Samsung,S029,Amazon Store 29,US-East,230.42,0.36,Flash Sale,4,1,Thu,Winter,0,13,23,0.014,low
P100418,Adidas Grocery Item,Grocery,Adidas,S001,Amazon Store 1,US-East,30.05,0.2,Holiday,165,6,Mon,Spring,1,14,33,0.178,medium
P100047,Samsung Beauty Item,Beauty,Samsung,S035,Amazon Store 35,US-West,197.77,0.0,No Promotion,300,10,Fri,Fall,0,5,8,0.232,medium
P100374,Nike Home Item,Home,Nike,S008,Amazon Store 8,US-West,431.3,0.0,No Promotion,42,2,Wed,Winter,0,7,13,0.463,high
P100848,HP Grocery Item,Grocery,HP,S023,Amazon Store 23,Canada,23.4,0.0,No Promotion,285,10,Tue,Fall,0,10,20,0.366,high
P100991,HP Home Item,Home,HP,S001,Amazon Store 1,US-East,274.75,0.0,No Promotion,229,8,Tue,Summer,0,34,82,0.273,medium
P100896,Sony Sports Item,Sports,Sony,S039,Amazon Store 39,UK,125.86,0.55,Clearance,243,9,Thu,Summer,0,18,24,-0.156,loss
P100698,Samsung Grocery Item,Grocery,Samsung,S043,Amazon Store 43,US-West,11.38,0.08,Seasonal,212,8,Fri,Summer,0,17,24,0.164,medium
P100690,LG Sports Item,Sports,LG,S035,Amazon Store 35,US-West,81.84,0.18,Holiday,300,10,Mon,Fall,0,11,20,0.311,high
P100872,HP Beauty Item,Beauty,HP,S003,Amazon Store 3,US-East,34.69,0.0,No Promotion,55,2,Mon,Winter,0,36,52,0.27,medium
P100941,LG Grocery Item,Grocery,LG,S003,Amazon Store 3,US-East,28.96,0.36,Flash Sale,336,12,Wed,Fall,0,8,15,0.114,low
P101025,Samsung Grocery Item,Grocery,Samsung,S016,Amazon Store 16,EU,38.57,0.0,No Promotion,173,6,Sat,Summer,0,20,36,0.45,high
P100162,Sony Sports Item,Sports,Sony,S033,Amazon Store 33,UK,309.5,0.0,No Promotion,277,10,Fri,Fall,0,28,64,0.498,high
P100860,Apple Beauty Item,Beauty,Apple,S005,Amazon Store 5,UK,45.92,0.0,No Promotion,334,12,Fri,Fall,0,35,72,0.485,high
P100858,HP Grocery Item,Grocery,HP,S015,Amazon Store 15,US-West,17.29,0.0,No Promotion,229,8,Tue,Summer,0,33,47,0.33,high
P100923,Dell Electronics Item,Electronics,Dell,S032,Amazon Store 32,US-West,258.53,0.38,Flash Sale,30,1,Sun,Winter,0,9,17,-0.147,loss
P100665,L'Oreal Beauty Item,Beauty,L'Oreal,S032,Amazon Store 32,US-West,30.0,0.0,No Promotion,23,1,Wed,Winter,0,11,19,0.394,high
P100198,HP Fashion Item,Fashion,HP,S011,Amazon Store 11,US-West,294.86,0.33,Flash Sale,5,1,Wed,Winter,0,13,17,0.117,low
P100787,Dell Home Item,Home,Dell,S034,Amazon Store 34,UK,63.11,0.1,Seasonal,63,3,Sat,Winter,0,12,15,0.281,medium
P100100,Dell Sports Item,Sports,Dell,S011,Amazon Store 11,US-West,127.67,0.38,Flash Sale,221,8,Wed,Summer,0,12,23,0.153,medium
P101185,Sony Grocery Item,Grocery,Sony,S045,Amazon Store 45,UK,22.61,0.0,No Promotion,315,11,Fri,Fall,0,17,26,0.25,medium
P101137,Sony Electronics Item,Electronics,Sony,S027,Amazon Store 27,UK,126.59,0.0,No Promotion,82,3,Sun,Spring,0,32,60,0.331,high
P100172,Apple Grocery Item,Grocery,Apple,S047,Amazon Store 47,Canada,10.25,0.58,Clearance,242,9,Tue,Summer,1,31,71,-0.343,loss
P101144,Samsung Electronics Item,Electronics,Samsung,S006,Amazon Store 6,US-East,1253.98,0.18,Holiday,253,9,Wed,Summer,0,15,34,0.132,low
P100991,HP Home Item,Home,HP,S036,Amazon Store 36,US-East,274.75,0.54,Clearance,52,2,Tue,Winter,1,36,77,-0.251,loss
P100527,Sony Beauty Item,Beauty,Sony,S022,Amazon Store 22,UK,159.48,0.0,No Promotion,321,11,Sat,Fall,0,10,16,0.451,high
P100751,Dell Sports Item,Sports,Dell,S006,Amazon Store 6,US-East,160.85,0.0,No Promotion,39,2,Wed,Winter,0,39,65,0.435,high
P100513,Samsung Fashion Item,Fashion,Samsung,S039,Amazon Store 39,UK,38.43,0.0,No Promotion,259,9,Fri,Summer,0,25,57,0.477,high
P100978,Apple Home Item,Home,Apple,S036,Amazon Store 36,US-East,159.75,0.52,Clearance,327,11,Tue,Fall,0,25,36,-0.235,loss
P100414,AmazonBasics Grocery Item,Grocery,AmazonBasics,S000,Amazon Store 0,Canada,9.27,0.33,Clearance,271,10,Thu,Fall,0,18,30,-0.106,loss
P100632,Adidas Sports Item,Sports,Adidas,S010,Amazon Store 10,US-East,348.15,0.07,Seasonal,72,3,Sun,Winter,0,13,16,0.288,medium
P100728,LG Beauty Item,Beauty,LG,S033,Amazon Store 33,UK,123.83,0.0,No Promotion,70,3,Sat,Winter,0,17,22,0.295,medium
P100789,Nike Fashion Item,Fashion,Nike,S041,Amazon Store 41,US-West,27.59,0.43,Clearance,220,8,Wed,Summer,1,20,33,-0.095,loss
P100309,Samsung Grocery Item,Grocery,Samsung,S004,Amazon Store 4,EU,27.24,0.11,Seasonal,4,1,Fri,Winter,0,27,39,0.29,medium
P100284,L'Oreal Electronics Item,Electronics,L'Oreal,S006,Amazon Store 6,US-East,285.85,0.29,Holiday,350,12,Tue,Fall,0,20,41,0.23,medium
P101194,L'Oreal Home Item,Home,L'Oreal,S026,Amazon Store 26,US-East,321.65,0.0,No Promotion,290,10,Mon,Fall,0,29,37,0.215,medium
P100701,Samsung Home Item,Home,Samsung,S046,Amazon Store 46,EU,416.87,0.0,No Promotion,292,10,Fri,Fall,0,16,33,0.315,high
P101151,Sony Beauty Item,Beauty,Sony,S007,Amazon Store 7,US-East,98.03,0.22,Holiday,355,12,Fri,Fall,0,5,10,0.254,medium
P100592,HP Electronics Item,Electronics,HP,S012,Amazon Store 12,Canada,1020.98,0.0,No Promotion,231,8,Mon,Summer,0,36,67,0.255,medium
P100676,Dell Grocery Item,Grocery,Dell,S011,Amazon Store 11,US-West,17.03,0.16,Seasonal,80,3,Mon,Spring,0,88,143,0.174,medium
P101112,Apple Sports Item,Sports,Apple,S035,Amazon Store 35,US-West,306.91,0.0,No Promotion,66,3,Sun,Winter,0,51,121,0.274,medium
P100068,HP Home Item,Home,HP,S019,Amazon Store 19,US-East,223.66,0.1,Seasonal,136,5,Thu,Spring,0,19,45,0.42,high
P100587,LG Electronics Item,Electronics,LG,S037,Amazon Store 37,EU,137.59,0.0,No Promotion,191,7,Thu,Summer,0,33,68,0.23,medium
P100016,AmazonBasics Grocery Item,Grocery,AmazonBasics,S049,Amazon Store 49,US-East,20.97,0.39,Flash Sale,347,12,Thu,Fall,0,51,115,-0.038,loss
P100692,AmazonBasics Grocery Item,Grocery,AmazonBasics,S041,Amazon Store 41,US-West,38.89,0.55,Clearance,336,12,Fri,Fall,0,19,39,-0.5,loss
P100091,Samsung Sports Item,Sports,Samsung,S026,Amazon Store 26,US-East,83.74,0.0,No Promotion,59,2,Sun,Winter,0,23,52,0.269,medium
P100269,Adidas Home Item,Home,Adidas,S013,Amazon Store 13,US-East,186.04,0.1,Seasonal,266,9,Fri,Fall,0,34,78,0.397,high
P101096,L'Oreal Electronics Item,Electronics,L'Oreal,S024,Amazon Store 24,EU,208.82,0.0,No Promotion,7,1,Fri,Winter,0,43,52,0.414,high
P100471,Dell Sports Item,Sports,Dell,S005,Amazon Store 5,UK,260.59,0.18,Holiday,202,7,Thu,Summer,0,30,66,0.314,high
P100745,Sony Beauty Item,Beauty,Sony,S045,Amazon Store 45,UK,103.37,0.38,Clearance,332,12,Tue,Fall,0,24,34,-0.228,loss
P100922,Sony Home Item,Home,Sony,S005,Amazon Store 5,UK,466.79,0.05,Seasonal,237,8,Sun,Summer,0,7,13,0.384,high
P100465,Nike Home Item,Home,Nike,S046,Amazon Store 46,EU,416.5,0.14,Seasonal,268,9,Fri,Fall,0,12,14,0.206,medium
P100371,LG Sports Item,Sports,LG,S028,Amazon Store 28,Canada,142.44,0.24,Holiday,79,3,Fri,Winter,0,21,37,0.257,medium
P101048,Adidas Grocery Item,Grocery,Adidas,S035,Amazon Store 35,US-West,10.33,0.0,No Promotion,46,2,Fri,Winter,0,19,31,0.325,high
P100070,Sony Grocery Item,Grocery,Sony,S000,Amazon Store 0,Canada,21.56,0.36,Clearance,243,9,Thu,Summer,1,25,53,-0.197,loss
P101071,Nike Electronics Item,Electronics,Nike,S044,Amazon Store 44,Canada,1294.39,0.26,Holiday,288,10,Wed,Fall,1,27,65,-0.023,loss
P100279,LG Grocery Item,Grocery,LG,S008,Amazon Store 8,US-West,33.46,0.06,Seasonal,160,6,Thu,Spring,0,8,14,0.287,medium
P100914,Sony Grocery Item,Grocery,Sony,S024,Amazon Store 24,EU,16.1,0.0,No Promotion,115,4,Wed,Spring,0,11,18,0.384,high
P100355,Sony Grocery Item,Grocery,Sony,S044,Amazon Store 44,Canada,9.44,0.0,No Promotion,114,4,Thu,Spring,0,21,42,0.353,high
P100137,L'Oreal Grocery Item,Grocery,L'Oreal,S010,Amazon Store 10,US-East,23.93,0.0,No Promotion,126,5,Sun,Spring,0,11,20,0.415,high
P100188,Adidas Fashion Item,Fashion,Adidas,S031,Amazon Store 31,EU,30.05,0.0,No Promotion,90,3,Tue,Spring,1,7,14,0.368,high
P100051,LG Home Item,Home,LG,S027,Amazon Store 27,UK,378.18,0.0,No Promotion,61,3,Tue,Winter,0,43,81,0.273,medium
P100443,Samsung Fashion Item,Fashion,Samsung,S015,Amazon Store 15,US-West,245.11,0.4,Clearance,317,11,Fri,Fall,0,16,30,0.014,low
P100475,Dell Sports Item,Sports,Dell,S018,Amazon Store 18,Canada,106.92,0.0,No Promotion,102,4,Thu,Spring,0,16,23,0.258,medium
P100447,AmazonBasics Beauty Item,Beauty,AmazonBasics,S038,Amazon Store 38,EU,176.1,0.0,No Promotion,114,4,Wed,Spring,0,25,51,0.496,high
P101183,Sony Grocery Item,Grocery,Sony,S043,Amazon Store 43,US-West,10.38,0.47,Clearance,174,6,Wed,Summer,0,10,18,-0.489,loss
P100721,Samsung Electronics Item,Electronics,Samsung,S008,Amazon Store 8,US-West,1117.76,0.08,Seasonal,92,4,Tue,Spring,0,12,21,0.137,low
P100565,Apple Fashion Item,Fashion,Apple,S012,Amazon Store 12,Canada,265.76,0.19,Seasonal,183,7,Fri,Summer,0,19,32,0.217,medium
P100851,Adidas Home Item,Home,Adidas,S024,Amazon Store 24,EU,365.91,0.31,Flash Sale,205,7,Sun,Summer,1,22,39,-0.157,loss
P100959,Dell Sports Item,Sports,Dell,S040,Amazon Store 40,EU,53.64,0.11,Seasonal,363,13,Wed,Fall,0,49,85,0.346,high
P100588,Nike Fashion Item,Fashion,Nike,S027,Amazon Store 27,UK,263.41,0.07,Seasonal,195,7,Thu,Summer,1,13,17,0.297,medium
P100793,HP Beauty Item,Beauty,HP,S038,Amazon Store 38,EU,11.08,0.0,No Promotion,305,11,Fri,Fall,1,11,26,0.485,high
P100867,AmazonBasics Beauty Item,Beauty,AmazonBasics,S021,Amazon Store 21,UK,74.67,0.34,Clearance,25,1,Sat,Winter,1,14,19,0.184,medium
P101109,Dell Grocery Item,Grocery,Dell,S006,Amazon Store 6,US-East,39.03,0.0,No Promotion,234,8,Thu,Summer,0,20,30,0.291,medium
P100926,Dell Grocery Item,Grocery,Dell,S038,Amazon Store 38,EU,3.98,0.0,No Promotion,16,1,Thu,Winter,1,22,32,0.201,medium
P100298,L'Oreal Grocery Item,Grocery,L'Oreal,S043,Amazon Store 43,US-West,39.26,0.46,Clearance,141,5,Tue,Spring,0,19,35,-0.072,loss
P100187,Nike Electronics Item,Electronics,Nike,S033,Amazon Store 33,UK,1078.18,0.0,No Promotion,108,4,Sun,Spring,0,37,70,0.442,high
